Baudrate:  115200Hz 	OVSR: 17 	DIV:   20 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.08  	BaudrateSetting = 0x0252C014
Baudrate: 2522000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.09  	BaudrateSetting = 0x03F7A001
Baudrate: 2522999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.13  	BaudrateSetting = 0x03F7A001
Baudrate: 2524000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.17  	BaudrateSetting = 0x05F7A001
Baudrate: 2525000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.21  	BaudrateSetting = 0x05F7A001
Baudrate: 2526000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.25  	BaudrateSetting = 0x05F7A001
Baudrate: 2527000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.29  	BaudrateSetting = 0x06FBA001
Baudrate: 2528000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.33  	BaudrateSetting = 0x06FBA001
Baudrate: 2529000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.37  	BaudrateSetting = 0x06FBA001
Baudrate: 2530000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.38  	BaudrateSetting = 0x077BA001
Baudrate: 2530999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.34  	BaudrateSetting = 0x077BA001
Baudrate: 2532000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.30  	BaudrateSetting = 0x077BA001
Baudrate: 2533000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.26  	BaudrateSetting = 0x077BA001
Baudrate: 2534000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 7BB 	Error(%) = 0.22  	BaudrateSetting = 0x07BBA001
Baudrate: 2535000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 7BB 	Error(%) = 0.18  	BaudrateSetting = 0x07BBA001
Baudrate: 2536000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 7BB 	Error(%) = 0.15  	BaudrateSetting = 0x07BBA001
Baudrate: 2537000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.11  	BaudrateSetting = 0x03BBA001
Baudrate: 2538000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.07  	BaudrateSetting = 0x03BBA001
Baudrate: 2538999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.03  	BaudrateSetting = 0x03BBA001
Baudrate: 2540000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.01  	BaudrateSetting = 0x05DDA001
Baudrate: 2541000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.05  	BaudrateSetting = 0x05DDA001
Baudrate: 2542000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.09  	BaudrateSetting = 0x05DDA001
Baudrate: 2543000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.13  	BaudrateSetting = 0x05DDA001
Baudrate: 2544000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.17  	BaudrateSetting = 0x05DDA001
Baudrate: 2545000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.21  	BaudrateSetting = 0x06DDA001
Baudrate: 2546000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.25  	BaudrateSetting = 0x06DDA001
Baudrate: 2546999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.29  	BaudrateSetting = 0x06DDA001
Baudrate: 2548000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6ED 	Error(%) = -0.33  	BaudrateSetting = 0x06EDA001
Baudrate: 2549000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6ED 	Error(%) = -0.37  	BaudrateSetting = 0x06EDA001
Baudrate: 2550000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 76D 	Error(%) = 0.39  	BaudrateSetting = 0x076DA001
Baudrate: 2551000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.35  	BaudrateSetting = 0x036DA001
Baudrate: 2552000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.31  	BaudrateSetting = 0x036DA001
Baudrate: 2553000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.27  	BaudrateSetting = 0x036DA001
Baudrate: 2554000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.23  	BaudrateSetting = 0x036DA001
Baudrate: 2554999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.20  	BaudrateSetting = 0x036DA001
Baudrate: 2556000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 56D 	Error(%) = 0.16  	BaudrateSetting = 0x056DA001
Baudrate: 2557000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 56D 	Error(%) = 0.12  	BaudrateSetting = 0x056DA001
Baudrate: 2558000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.08  	BaudrateSetting = 0x05ADA001
Baudrate: 2559000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.04  	BaudrateSetting = 0x05ADA001
Baudrate: 2560000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.00  	BaudrateSetting = 0x05ADA001
Baudrate: 2561000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.04  	BaudrateSetting = 0x05B5A001
Baudrate: 2562000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.08  	BaudrateSetting = 0x05B5A001
Baudrate: 2562999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.12  	BaudrateSetting = 0x06B5A001
Baudrate: 2564000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.16  	BaudrateSetting = 0x06B5A001
Baudrate: 2565000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.19  	BaudrateSetting = 0x06B5A001
Baudrate: 2566000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2B5 	Error(%) = -0.23  	BaudrateSetting = 0x02B5A001
Baudrate: 2567000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.27  	BaudrateSetting = 0x02D5A001
Baudrate: 2568000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.31  	BaudrateSetting = 0x02D5A001
Baudrate: 2569000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.35  	BaudrateSetting = 0x02D5A001
Baudrate: 2570000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.39  	BaudrateSetting = 0x02D5A001
Baudrate: 2570999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 355 	Error(%) = 0.38  	BaudrateSetting = 0x0355A001
Baudrate: 2572000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 355 	Error(%) = 0.34  	BaudrateSetting = 0x0355A001
Baudrate: 2573000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.30  	BaudrateSetting = 0x0555A001
Baudrate: 2574000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.26  	BaudrateSetting = 0x0555A001
Baudrate: 2575000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.22  	BaudrateSetting = 0x0555A001
Baudrate: 2576000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.18  	BaudrateSetting = 0x0555A001
Baudrate: 2577000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.14  	BaudrateSetting = 0x0555A001
Baudrate: 2578000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.10  	BaudrateSetting = 0x0555A001
Baudrate: 2578999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.06  	BaudrateSetting = 0x0555A001
Baudrate: 2580000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.03  	BaudrateSetting = 0x0555A001
Baudrate: 2581000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.01  	BaudrateSetting = 0x02AAA001
Baudrate: 2582000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.05  	BaudrateSetting = 0x02AAA001
Baudrate: 2583000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.09  	BaudrateSetting = 0x02AAA001
Baudrate: 2584000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.13  	BaudrateSetting = 0x02AAA001
Baudrate: 2585000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.17  	BaudrateSetting = 0x02AAA001
Baudrate: 2586000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.21  	BaudrateSetting = 0x02AAA001
Baudrate: 2586999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.25  	BaudrateSetting = 0x02AAA001
Baudrate: 2588000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.28  	BaudrateSetting = 0x02AAA001
Baudrate: 2589000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.32  	BaudrateSetting = 0x04AAA001
Baudrate: 2590000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.36  	BaudrateSetting = 0x04AAA001
Baudrate: 2591000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.40  	BaudrateSetting = 0x04AAA001
Baudrate: 2592000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.37  	BaudrateSetting = 0x052AA001
Baudrate: 2593000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.33  	BaudrateSetting = 0x052AA001
Baudrate: 2594000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.29  	BaudrateSetting = 0x052AA001
Baudrate: 2594999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 54A 	Error(%) = 0.26  	BaudrateSetting = 0x054AA001
Baudrate: 2596000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.22  	BaudrateSetting = 0x014AA001
Baudrate: 2597000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.18  	BaudrateSetting = 0x014AA001
Baudrate: 2598000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.14  	BaudrateSetting = 0x014AA001
Baudrate: 2599000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.10  	BaudrateSetting = 0x014AA001
Baudrate: 2599999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.06  	BaudrateSetting = 0x024AA001
Baudrate: 2601000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.02  	BaudrateSetting = 0x024AA001
Baudrate: 2602000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.01  	BaudrateSetting = 0x0252A001
Baudrate: 2602999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.05  	BaudrateSetting = 0x0252A001
Baudrate: 2604000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.09  	BaudrateSetting = 0x0252A001
Baudrate: 2605000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 292 	Error(%) = -0.13  	BaudrateSetting = 0x0292A001
Baudrate: 2606000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.17  	BaudrateSetting = 0x0492A001
Baudrate: 2607000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.21  	BaudrateSetting = 0x0492A001
Baudrate: 2607999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.24  	BaudrateSetting = 0x0492A001
Baudrate: 2609000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.28  	BaudrateSetting = 0x0492A001
Baudrate: 2610000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.32  	BaudrateSetting = 0x0492A001
Baudrate: 2610999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.36  	BaudrateSetting = 0x0492A001
Baudrate: 2612000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  92 	Error(%) = -0.40  	BaudrateSetting = 0x0092A001
Baudrate: 2613000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.38  	BaudrateSetting = 0x0112A001
Baudrate: 2614000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.34  	BaudrateSetting = 0x0112A001
Baudrate: 2615000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.30  	BaudrateSetting = 0x0122A001
Baudrate: 2615999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.27  	BaudrateSetting = 0x0122A001
Baudrate: 2617000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.23  	BaudrateSetting = 0x0122A001
Baudrate: 2618000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.19  	BaudrateSetting = 0x0122A001
Baudrate: 2619000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.15  	BaudrateSetting = 0x0222A001
Baudrate: 2620000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.11  	BaudrateSetting = 0x0222A001
Baudrate: 2621000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.07  	BaudrateSetting = 0x0222A001
Baudrate: 2622000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.04  	BaudrateSetting = 0x0222A001
Baudrate: 2623000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.00  	BaudrateSetting = 0x0444A001
Baudrate: 2623999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.04  	BaudrateSetting = 0x0444A001
Baudrate: 2625000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.08  	BaudrateSetting = 0x0444A001
Baudrate: 2626000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.12  	BaudrateSetting = 0x0444A001
Baudrate: 2627000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.15  	BaudrateSetting = 0x0044A001
Baudrate: 2628000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.19  	BaudrateSetting = 0x0044A001
Baudrate: 2629000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.23  	BaudrateSetting = 0x0044A001
Baudrate: 2630000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.27  	BaudrateSetting = 0x0084A001
Baudrate: 2631000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.31  	BaudrateSetting = 0x0084A001
Baudrate: 2631999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.34  	BaudrateSetting = 0x0084A001
Baudrate: 2633000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.38  	BaudrateSetting = 0x0084A001
Baudrate: 2634000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.40  	BaudrateSetting = 0x0104A001
Baudrate: 2635000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.37  	BaudrateSetting = 0x0104A001
Baudrate: 2636000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.33  	BaudrateSetting = 0x0104A001
Baudrate: 2637000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.29  	BaudrateSetting = 0x0104A001
Baudrate: 2638000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.25  	BaudrateSetting = 0x0208A001
Baudrate: 2639000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.21  	BaudrateSetting = 0x0208A001
Baudrate: 2639999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.18  	BaudrateSetting = 0x0208A001
Baudrate: 2641000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.14  	BaudrateSetting = 0x0408A001
Baudrate: 2642000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.10  	BaudrateSetting = 0x0408A001
Baudrate: 2643000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.06  	BaudrateSetting = 0x0008A001
Baudrate: 2644000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.02  	BaudrateSetting = 0x0008A001
Baudrate: 2645000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.01  	BaudrateSetting = 0x0010A001
Baudrate: 2646000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.05  	BaudrateSetting = 0x0010A001
Baudrate: 2647000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.09  	BaudrateSetting = 0x0010A001
Baudrate: 2647999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.13  	BaudrateSetting = 0x0010A001
Baudrate: 2649000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.17  	BaudrateSetting = 0x0010A001
Baudrate: 2650000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.20  	BaudrateSetting = 0x0020A001
Baudrate: 2651000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.24  	BaudrateSetting = 0x0020A001
Baudrate: 2652000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.28  	BaudrateSetting = 0x0040A001
Baudrate: 2653000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.32  	BaudrateSetting = 0x0040A001
Baudrate: 2654000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.35  	BaudrateSetting = 0x0040A001
Baudrate: 2655000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.39  	BaudrateSetting = 0x0080A001
Baudrate: 2655999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 100 	Error(%) = 0.40  	BaudrateSetting = 0x0100A001
Baudrate: 2657000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 200 	Error(%) = 0.36  	BaudrateSetting = 0x0200A001
Baudrate: 2658000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]: 400 	Error(%) = 0.33  	BaudrateSetting = 0x0400A001
Baudrate: 2659000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.29  	BaudrateSetting = 0x0000A001
Baudrate: 2660000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.25  	BaudrateSetting = 0x0000A001
Baudrate: 2661000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.21  	BaudrateSetting = 0x0000A001
Baudrate: 2662000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.18  	BaudrateSetting = 0x0000A001
Baudrate: 2663000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.14  	BaudrateSetting = 0x0000A001
Baudrate: 2663999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.10  	BaudrateSetting = 0x0000A001
Baudrate: 2665000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.06  	BaudrateSetting = 0x0000A001
Baudrate: 2666000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.03  	BaudrateSetting = 0x0000A001
Baudrate: 2667000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.01  	BaudrateSetting = 0x0000A001
Baudrate: 2668000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.05  	BaudrateSetting = 0x0000A001
Baudrate: 2669000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.09  	BaudrateSetting = 0x0000A001
Baudrate: 2670000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.12  	BaudrateSetting = 0x0000A001
Baudrate: 2671000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.16  	BaudrateSetting = 0x0000A001
Baudrate: 2671999Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.20  	BaudrateSetting = 0x0000A001
Baudrate: 2673000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.24  	BaudrateSetting = 0x0000A001
Baudrate: 2674000Hz 	OVSR: 15 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.27  	BaudrateSetting = 0x0000A001
Baudrate: 2675000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 3FF 	Error(%) = -0.31  	BaudrateSetting = 0x03FF9001
Baudrate: 2676000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 5FF 	Error(%) = -0.35  	BaudrateSetting = 0x05FF9001
Baudrate: 2677000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 6FF 	Error(%) = -0.39  	BaudrateSetting = 0x06FF9001
Baudrate: 2678000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 77F 	Error(%) = 0.41  	BaudrateSetting = 0x077F9001
Baudrate: 2679000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 77F 	Error(%) = 0.38  	BaudrateSetting = 0x077F9001
Baudrate: 2679999Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.34  	BaudrateSetting = 0x07BF9001
Baudrate: 2681000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.30  	BaudrateSetting = 0x07BF9001
Baudrate: 2682000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.26  	BaudrateSetting = 0x07DF9001
Baudrate: 2683000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.23  	BaudrateSetting = 0x07DF9001
Baudrate: 2684000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.19  	BaudrateSetting = 0x07DF9001
Baudrate: 2685000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.15  	BaudrateSetting = 0x07EF9001
Baudrate: 2686000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.11  	BaudrateSetting = 0x07EF9001
Baudrate: 2687000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.08  	BaudrateSetting = 0x07EF9001
Baudrate: 2687999Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.04  	BaudrateSetting = 0x07EF9001
Baudrate: 2689000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.00  	BaudrateSetting = 0x07EF9001
Baudrate: 2690000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.03  	BaudrateSetting = 0x07F79001
Baudrate: 2691000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.07  	BaudrateSetting = 0x07F79001
Baudrate: 2692000Hz 	OVSR: 14 	DIV:    1 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.11  	BaudrateSetting = 0x03F79001
